UNIVERSALUNIQUEID,INSTITUTIONID,INTRADAYTHRESHOLDAMOUNT,HELDDAYS_LESSTHANINTRADAYTHRESHOLD,HELDDAYS_GREATERTHANINTRADAYTHRESHOLD,STARTDATE,TRANSACTIONCODE, ACHSucessfulPaymentThreshold
ee7a0352-8370-4c1f-9823-6438c2362b87,6969,1000,0,2,20180212111440,0,0
ec66f5b5-cb86-4a89-8f68-7f3c9b9e1c58,6969,1000,5,4,20180212111440,0,0
90447a82-b321-4ba0-ae28-807ff5ccf292,6969,1000,0,3,20180212111440,0,0
b1e26038-d049-414f-aeee-ec6dfe67237f,6969,1000,5,1,20180212111440,0,0
f39fd584-0226-44a9-b273-e96c361d4d0d,6969,1000,4,3,20180212111440,0,0
4ea61474-32f8-41c5-a4b7-bc5b7c57fe16,6969,1000,4,6,20180212111440,0,0
eaa7a999-a388-4d26-ab80-b44a11aac676,6969,1000,5,6,20180212111440,0,0
5454749e-7bd9-4ce9-a855-cdba3cad856d,6969,1000,6,2,20180212111440,0,0
c7fbde4a-4a55-4f80-99ce-a56415df0ff7,6969,1000,2,3,20180212111440,0,0
12f9e74f-e2d3-41f5-b68b-650cf9ddb712,6969,1000,3,2,20180212111440,0,0
946145d9-96f7-40f7-b346-ca29522ddf70,6969,1000,6,5,20180212111440,0,0
8cb04afb-53d9-4d77-bf06-f569e0552d4b,6969,1000,2,2,20180212111440,0,0
b97da6c3-7ead-498a-8dd4-5f95b03d9521,6969,1000,6,3,20180212111440,0,0
151538ca-3373-4e17-8ebe-ee92fe9d51ea,6969,1000,2,6,20180212111440,0,0
09fec743-05f5-47c0-824c-c415423ba41f,6969,1000,1,6,20180212111440,0,0
f600564b-3a5d-406e-a147-60a1fc9696c8,6969,1000,1,3,20180212111440,0,0
1bc931ee-a4ef-459c-83bd-372f1328f7b9,6969,1000,1,3,20180212111440,0,0
7917d83f-0b07-47f4-952b-16099826a19e,6969,1000,0,5,20180212111440,0,0
68bdd9f6-648f-4128-a50b-c392a83d4a82,6969,1000,5,3,20180212111440,0,0
f3526c81-652f-4590-b439-9a8e269ec3df,6969,1000,4,4,20180212111440,0,0
3815da73-e52e-441d-9228-8ffccb8bf718,6969,1000,0,2,20180212111440,0,0
77b971dd-30e6-4f3d-8933-883da41d2aea,6969,1000,6,2,20180212111440,0,0
eb6bd8ea-40cd-4541-9dd1-7f66d9ce9dd0,6969,1000,3,5,20180212111440,0,0
1f272481-9fd3-47df-ab35-60c40f1a9c32,6969,1000,6,6,20180212111440,0,0
aa09c15c-1f18-4ce2-82cf-e8f7732c5150,6969,1000,2,3,20180212111440,0,0
9a255b7c-8f34-4956-801c-2ab378e97ad5,6969,1000,4,4,20180212111440,0,0
3e2240b0-c34a-4771-a298-1f99d8ab3e4c,6969,1000,4,2,20180212111440,0,0
323cd7f1-2c4c-4823-b7ab-b111a64fdbf2,6969,1000,5,3,20180212111440,0,0
2bb7dfe4-a522-4bb4-a828-77d3eb646aaa,6969,1000,3,2,20180212111440,0,0
f7905861-9c10-4901-8f52-691b7c40f7ef,6969,1000,6,6,20180212111440,0,0
d3297856-5a9e-4a0c-a3e8-b735b81330d9,6969,1000,6,0,20180212111440,0,0
84fc7d90-2bd4-4df8-99ae-fd7abdcfe8aa,6969,1000,2,6,20180212111440,0,0
50670d9f-16e5-41df-8425-61abd782ecce,6969,1000,0,2,20180212111440,0,0
e0927d9d-929b-4f6b-892e-5adf7a235e84,6969,1000,3,6,20180212111440,0,0
cd031e9b-9ac9-4e23-86bd-c310a0fc2551,6969,1000,6,6,20180212111440,0,0
390404dc-071a-405b-8cb4-bf37df28ec09,6969,1000,1,0,20180212111440,0,0
30b610a5-1aba-4195-b9be-1646bf54fe0e,6969,1000,3,4,20180212111440,0,0
d6201b49-0127-4c47-b5ac-de18cc53cc72,6969,1000,3,4,20180212111440,0,0
e8eb5863-268c-41d4-81b2-bfdc57bca743,6969,1000,1,1,20180212111440,0,0
da77fbc8-0075-4223-8529-1c73c0324f4f,6969,1000,1,5,20180212111440,0,0
2b9da448-1fee-468f-a507-124655b4e159,6969,1000,4,3,20180212111440,0,0
e0a013f3-5aa9-426a-b160-82a4366856d4,6969,1000,6,3,20180212111440,0,0
b2031774-0721-4180-9860-8e4807b996ac,6969,1000,3,5,20180212111440,0,0
d045e35a-3a0d-4883-8c42-1687d2339286,6969,1000,6,5,20180212111440,0,0
24d60b80-8bc6-4128-ac2c-f53081428aad,6969,1000,1,1,20180212111440,0,0
52fb2adc-aa21-4def-a6aa-13bcda5437b6,6969,1000,6,5,20180212111440,0,0
177e1dd9-8da3-404b-8378-951353f856d1,6969,1000,6,1,20180212111440,0,0
65baad65-2ca1-4e9c-bbc2-e99947c980cd,6969,1000,2,5,20180212111440,0,0
15b1a9a3-dbb8-446d-935c-b62e42d0d46f,6969,1000,6,4,20180212111440,0,0
6143cdfc-a8cd-459e-a78f-328c5063d84d,6969,1000,4,5,20180212111440,0,0
db6ee0d9-784a-4f7e-b8a2-0d58522a2028,6969,1000,6,0,20180212111440,0,0
2f18537d-c613-4b7e-b1d0-dd3a1d514cab,6969,1000,0,1,20180212111440,0,0
7305bdc1-8fb2-4e41-976c-13daf5f63a37,6969,1000,3,1,20180212111440,0,0
aef6d310-e3c7-4ef9-9428-7edc7b979d5b,6969,1000,3,5,20180212111440,0,0
380a28ef-e58f-4557-b771-46124c3eafd2,6969,1000,4,0,20180212111440,0,0
0e2fb8d7-0838-4f2f-a17f-f7ac3628947d,6969,1000,0,3,20180212111440,0,0
05a6d154-0033-4ef4-90bf-8f7e598017f7,6969,1000,3,2,20180212111440,0,0
c6fe699c-385f-4026-b3ae-853a9a41fb74,6969,1000,0,0,20180212111440,0,0
816c0e73-efc9-493e-90e4-3c689dda71f5,6969,1000,1,5,20180212111440,0,0
3387d8a5-ef23-45bc-be80-69c902778be0,6969,1000,2,3,20180212111440,0,0
661f371d-294e-4d42-8949-e3ae0ca4198b,6969,1000,0,4,20180212111440,0,0
8e34a8b1-85e7-4a3f-9a33-67cd6152952a,6969,1000,2,0,20180212111440,0,0
7f5b159f-82bd-434c-a2e6-5dac1fb62964,6969,1000,4,4,20180212111440,0,0
85f45fbd-e285-474f-9364-ae1af55a3273,6969,1000,1,3,20180212111440,0,0
15d8a2ed-47a3-408c-ab5d-6643b12dacf5,6969,1000,1,6,20180212111440,0,0
2bb11141-7404-42f3-b66d-e7b904fb34d6,6969,1000,3,2,20180212111440,0,0
1e46ed7c-29d6-4e89-ba2d-5a9b4b175eab,6969,1000,3,2,20180212111440,0,0
88ca19eb-bbe8-43b6-a36f-b185c0099bca,6969,1000,6,1,20180212111440,0,0
c0c483e1-13ab-412e-8f1c-bcd6ad6c2b05,6969,1000,1,2,20180212111440,0,0
079286f0-152e-40dc-8907-912a547d5d7e,6969,1000,3,5,20180212111440,0,0
c4d60df9-49f8-4f66-b723-4b30d7955036,6969,1000,1,0,20180212111440,0,0
a596a923-f0ce-4580-acfc-31d4ac8e9926,6969,1000,2,3,20180212111440,0,0
8c4811c7-83a4-46bd-9bde-b2917a139ef8,6969,1000,6,0,20180212111440,0,0
f0ef2449-bfea-4a60-b759-cf5afbd7832c,6969,1000,3,0,20180212111440,0,0
8ef52b99-7c79-4836-8400-4a95d00ee6f4,6969,1000,1,3,20180212111440,0,0
1323e633-6cd7-43ce-9979-e9a09631faa2,6969,1000,2,0,20180212111440,0,0
151d07ea-17c6-42f4-a086-9bb972ae6f28,6969,1000,2,1,20180212111440,0,0
f4575d35-4e79-4413-acc8-e3141251f89d,6969,1000,4,4,20180212111440,0,0
d254a46a-8a77-455c-a65a-ea3e6a926991,6969,1000,4,0,20180212111440,0,0
4ec88849-df64-40a1-a7fc-cee88457d2f7,6969,1000,4,5,20180212111440,0,0
321c04d7-c3ab-476a-87a1-1e970f278248,6969,1000,4,2,20180212111440,0,0
4fef69d1-c07f-4421-b59b-1e4ee51d32ff,6969,1000,6,4,20180212111440,0,0
9df6ae5b-271d-4fd1-907a-7ac57b7b9ce9,6969,1000,1,1,20180212111440,0,0
7133c822-e6e0-40ca-add4-b4edcd383cfb,6969,1000,5,4,20180212111440,0,0
e09fd87b-3715-4e1a-99aa-813f39e4c7fa,6969,1000,0,0,20180212111440,0,0
15385046-4675-4ad8-8b02-98dd8c6835aa,6969,1000,3,3,20180212111440,0,0
171dcaf6-c7fd-4dfe-8a10-c48995a854e4,6969,1000,2,6,20180212111440,0,0
c0e1e59d-655e-4729-a8bd-5cf77df8ab33,6969,1000,6,4,20180212111440,0,0
4e1c8da7-56e7-496b-9c99-5d7c12915890,6969,1000,6,1,20180212111440,0,0
02b46a57-8c03-4b88-8865-a146fe56c902,6969,1000,3,4,20180212111440,0,0
9e6a342d-facd-467d-904c-f090492dda6a,6969,1000,6,4,20180212111440,0,0
ca7bb00c-32e8-4d3f-a5e7-322d0e603676,6969,1000,1,1,20180212111440,0,0
5a1afb2e-ffff-400a-9513-c5911048389c,6969,1000,0,3,20180212111440,0,0
e6e526c7-33c9-4eca-8871-adffa3084f4e,6969,1000,0,3,20180212111440,0,0
19c46a1a-0059-4d6c-a78f-60c38ef87cf2,6969,1000,1,4,20180212111440,0,0
fbf32303-0278-42fd-8e53-c20710beb233,6969,1000,4,6,20180212111440,0,0
3644de2d-794a-4023-a7c9-2a82dc4b53f4,6969,1000,5,3,20180212111440,0,0
c6541340-84b3-4dfe-8987-e7e181d4b0f5,6969,1000,6,5,20180212111440,0,0
7382d352-b157-43d8-bbdd-469073896c3f,6969,1000,3,4,20180212111440,0,0
b90ec990-2a58-4b2c-b1ed-828c1c3ec1dc,6969,1000,2,3,20180212111440,0,0
e8081bb1-e27c-445d-80a8-e55240d0d770,6969,1000,6,5,20180212111440,0,0
df99af7b-ef56-4459-b8d9-f7c598f09407,6969,1000,0,1,20180212111440,0,0
e540d09d-f7a9-435e-8162-6ea71beed408,6969,1000,0,4,20180212111440,0,0
8ed79886-cfcc-441e-b3e8-5e8a027202ad,6969,1000,2,4,20180212111440,0,0
61f59585-7949-4650-8741-9e627fcba484,6969,1000,2,6,20180212111440,0,0
3933505b-043d-48b8-af88-156dd07276ee,6969,1000,2,1,20180212111440,0,0
f53fac04-85d6-48d0-88eb-7461564dfd6f,6969,1000,2,4,20180212111440,0,0
02433349-2e7e-4a03-b85f-f235ec6d014d,6969,1000,1,5,20180212111440,0,0
c488ad25-28e0-45b5-be51-a37c149cf539,6969,1000,0,5,20180212111440,0,0
f7deefa9-1ec5-40ac-a326-5dbb482e38d6,6969,1000,6,5,20180212111440,0,0
9a71684a-2894-43ed-8035-5a6f743f1386,6969,1000,3,1,20180212111440,0,0
afd9450b-0b03-4766-a3e8-1183a1098a30,6969,1000,2,4,20180212111440,0,0
028a9c31-514e-4f5b-a0ec-9b274559ed54,6969,1000,2,0,20180212111440,0,0
1b7dae96-15e4-4148-a022-89028c9e15b1,6969,1000,6,5,20180212111440,0,0
ecd24a59-7844-4f50-94e5-c9aeb206ed84,6969,1000,1,5,20180212111440,0,0
8db312dc-0846-484f-ad37-961c0b513f36,6969,1000,5,4,20180212111440,0,0
37af411e-df20-4145-8f05-906179728b10,6969,1000,2,4,20180212111440,0,0
b3a9a714-d20a-4509-a29d-ffa8829fbe91,6969,1000,5,1,20180212111440,0,0
0c60b2ed-f83d-461b-be90-4e4c76f249e2,6969,1000,1,2,20180212111440,0,0
8449db1e-ec1d-421b-adcc-c3335b8c01f0,6969,1000,3,1,20180212111440,0,0
a1986fd5-baae-4ca3-87c0-44e214565494,6969,1000,4,3,20180212111440,0,0
d7d47f21-bef9-4d5c-8aba-1945bf2b1134,6969,1000,0,0,20180212111440,0,0
675f477b-7ddd-4e7d-9c27-8a68d019ee21,6969,1000,5,0,20180212111440,0,0
7cdafc79-a72c-4de8-aaef-a46f33cd8b1a,6969,1000,1,4,20180212111440,0,0
1affe96a-e769-4bd9-a274-9ffcfc9c5abc,6969,1000,5,5,20180212111440,0,0
8b8f1bbc-a961-4fa1-baee-5f7ccd9eeec7,6969,1000,4,2,20180212111440,0,0
0e80a3b1-c688-4932-b379-60ff5a4ba1c2,6969,1000,5,4,20180212111440,0,0
0c0718dc-594e-4f4c-bd67-844f31b13fa1,6969,1000,3,6,20180212111440,0,0
42ef2c13-a47a-472e-a1fd-6ceecd44e7d4,6969,1000,1,1,20180212111440,0,0
5d5bccfa-300c-42a7-8c40-f4be3ee7fe9d,6969,1000,6,2,20180212111440,0,0
a7982b09-7f95-4b55-ac61-bec945dcea38,6969,1000,5,3,20180212111440,0,0
acef2092-8c6c-41bf-a8c4-9470496214b2,6969,1000,2,0,20180212111440,0,0
234c3fcb-6bfa-4f25-9feb-2e776d492348,6969,1000,4,0,20180212111440,0,0
17df0343-2380-4d15-8f05-deae8824973b,6969,1000,6,4,20180212111440,0,0
a5e85a14-c0d5-4c03-a2d7-9e4690aaf06e,6969,1000,2,6,20180212111440,0,0
bc1756d3-7ad4-4469-9f20-e28ee8c45d18,6969,1000,1,1,20180212111440,0,0
e5bcb822-0a83-4be8-920d-6dc1b16e12f9,6969,1000,2,2,20180212111440,0,0
9015179f-fb04-4396-943c-7c867b1f610e,6969,1000,4,5,20180212111440,0,0
4e67bf49-274d-4b4a-8c94-b74135c652d5,6969,1000,6,1,20180212111440,0,0
a81e7d2d-3f53-46e7-a299-c50f37355261,6969,1000,4,1,20180212111440,0,0
afb3910e-5d6a-47c6-9ede-a3221e402333,6969,1000,3,2,20180212111440,0,0
20568c85-8052-4f9a-b033-64645f8f6e73,6969,1000,2,1,20180212111440,0,0
c7d5b20a-426e-47f3-86c0-d37056ab7990,6969,1000,5,5,20180212111440,0,0
58937f30-86d2-4023-a158-1be1f0393265,6969,1000,6,0,20180212111440,0,0
cf1a347f-1439-4d44-8696-41338314a637,6969,1000,1,4,20180212111440,0,0
2c61d590-b5f3-42e3-bc8d-ee9633559c26,6969,1000,4,6,20180212111440,0,0
b71feae6-8369-4908-a341-07f311703777,6969,1000,1,3,20180212111440,0,0
85eb484f-fb8f-4fe7-97c2-1273e6cb0a30,6969,1000,0,0,20180212111440,0,0
49397492-a981-4b91-9690-5061f1eccab2,6969,1000,4,2,20180212111440,0,0
1bca17a0-3139-4c71-b9fb-23f7500e7eb4,6969,1000,6,4,20180212111440,0,0
ed4fdceb-cee8-450f-b515-2010c7629b9c,6969,1000,1,2,20180212111440,0,0
bd559836-7b7d-4205-8e85-1b8902e98548,6969,1000,0,5,20180212111440,0,0
ceb07e56-43f5-4fd9-9c15-ec6fbacbf53d,6969,1000,5,5,20180212111440,0,0
4c616398-3e54-406a-af55-e360077f780e,6969,1000,4,5,20180212111440,0,0
abc182ec-2ac6-4b45-8a91-258303cb81ed,6969,1000,3,3,20180212111440,0,0
384451a1-6626-40ba-82c8-6fdf3c4162b2,6969,1000,0,2,20180212111440,0,0
731b0e36-873c-413a-8983-7b604cf5391e,6969,1000,5,2,20180212111440,0,0
b9b69e45-f364-47ce-8e60-a55af0517d27,6969,1000,2,5,20180212111440,0,0
1ed5ebc0-0d0e-4f43-a6ed-f581dc8b88f6,6969,1000,1,2,20180212111440,0,0
b311f1ce-d034-4f31-8755-6d169d4bd503,6969,1000,0,5,20180212111440,0,0
d60de586-aa5d-44ed-88bf-d88681c77273,6969,1000,5,3,20180212111440,0,0
0ba9016b-0a3d-45ba-8f9a-1bd78494698d,6969,1000,3,1,20180212111440,0,0
daf55547-c10a-4f76-9ce0-314a6dd75b23,6969,1000,1,3,20180212111440,0,0
0ad7004e-1c05-4d6e-82ee-3fd76e3a5357,6969,1000,0,3,20180212111440,0,0
d2d94ce2-d21f-435a-acc0-65643a08280b,6969,1000,0,3,20180212111440,0,0
1e9667c4-878b-4438-a0fe-16fcf7cace07,6969,1000,1,3,20180212111440,0,0
5f0fbc9e-9d9e-4986-9236-20980f448101,6969,1000,3,0,20180212111440,0,0
b0664bad-4a94-4e75-bfd6-5e9fef94b941,6969,1000,4,4,20180212111440,0,0
1efbb85d-9247-4919-b723-a1fef25b31b1,6969,1000,0,0,20180212111440,0,0
56d417d7-ee9d-412b-9a0b-403df302626d,6969,1000,6,1,20180212111440,0,0
8d07a59c-08bb-4460-aefc-474cd63cd34b,6969,1000,3,3,20180212111440,0,0
d364fae8-7e9e-4ac6-a3d4-6bd0b2bd5960,6969,1000,4,1,20180212111440,0,0
ade7c5eb-239a-410b-9833-d7cf0b0241c5,6969,1000,4,6,20180212111440,0,0
726c3673-40ba-4ff0-8ddc-08e08c0978c1,6969,1000,6,5,20180212111440,0,0
289d116f-5efa-40cb-a42a-5788c0bccee4,6969,1000,4,5,20180212111440,0,0
eb60beb8-dbdb-48e5-88da-69c656b6d3e2,6969,1000,4,6,20180212111440,0,0
00c7b64b-f054-4a03-9ab9-5ce03fd18e24,6969,1000,6,6,20180212111440,0,0
1e81f8df-49bd-4ee2-962c-7eda064bfb33,6969,1000,4,1,20180212111440,0,0
96c07347-e906-4aa0-981a-9e486eabc5aa,6969,1000,2,1,20180212111440,0,0
afb15208-c8ac-40f3-b562-78ff952fdaee,6969,1000,1,5,20180212111440,0,0
a0c9cd52-001c-4cb5-a503-978d450b84af,6969,1000,0,0,20180212111440,0,0
72263076-1de9-4eb0-8889-5f9120226643,6969,1000,2,1,20180212111440,0,0
fe9048f8-3b05-4983-afb2-9a1fad4dc742,6969,1000,0,3,20180212111440,0,0
3be04183-4e96-4232-996a-f82043a2530f,6969,1000,6,3,20180212111440,0,0
a2cfd4b3-ee26-481c-8440-4ff453cc6da3,6969,1000,3,4,20180212111440,0,0
e11746fd-c374-4a1e-835f-527aaecb25b2,6969,1000,1,5,20180212111440,0,0
13d9e6a3-879f-4e38-a0b8-cf0c41b6f170,6969,1000,6,6,20180212111440,0,0
36190c6d-a960-46ca-8997-3c70b5418145,6969,1000,4,1,20180212111440,0,0
4bb74af0-1a25-40c0-a395-55cbd6856ab6,6969,1000,1,0,20180212111440,0,0
93514133-8671-47c8-8f0b-a89b715eee3b,6969,1000,1,0,20180212111440,0,0
fdf4ec4e-a70a-44a0-9352-0506f06bcc37,6969,1000,2,3,20180212111440,0,0
c64f4dc9-9f70-4c24-a078-8c88bbd69c14,6969,1000,4,6,20180212111440,0,0
c23b0234-73bd-48db-b720-b9f5db4e33b4,6969,1000,2,6,20180212111440,0,0
7523b0ef-2d4c-40e0-8794-ebc99f715756,6969,1000,4,5,20180212111440,0,0
7f0d2b77-4850-4812-9dc4-0247587cf4d1,6969,1000,5,0,20180212111440,0,0
30a4fb99-ae17-460f-9c6e-90bede017bf0,6969,1000,6,4,20180212111440,0,0
69918f66-96b5-4ea7-a4cd-0bb4ec72fbc9,6969,1000,2,4,20180212111440,0,0
c491fef4-779f-4b0b-b1bf-1d190b1efd15,6969,1000,5,2,20180212111440,0,0
8af20b44-c95a-42c5-9f94-3d2342d63565,6969,1000,4,2,20180212111440,0,0
0cd3b0e4-d52b-4e18-907d-1e08dbfd7aa5,6969,1000,3,3,20180212111440,0,0
bb798445-05c6-4cf2-b8ad-9982b5d75904,6969,1000,0,4,20180212111440,0,0
e23f31ad-7759-498a-b05d-40fe8075631a,6969,1000,3,0,20180212111440,0,0
8b7755a4-39ee-49ea-bdd1-7dfe02fac431,6969,1000,4,6,20180212111440,0,0
5840257c-5d48-44f8-b45e-d0f9e7c5c1ee,6969,1000,3,3,20180212111440,0,0
1543cab3-6e4d-4bb4-8ea9-891bf1f86c1c,6969,1000,3,6,20180212111440,0,0
ea7bd2e8-9744-422a-a609-c83f9b3e0c78,6969,1000,3,5,20180212111440,0,0
0f331424-9e12-45fd-af41-d6ff3f7c318f,6969,1000,6,5,20180212111440,0,0
c2f472df-e3d7-4b13-8352-41082f80f630,6969,1000,4,4,20180212111440,0,0
bc090d54-4530-4cd5-b0f3-1d049f077d76,6969,1000,0,2,20180212111440,0,0
ce61115f-4d9d-4b6b-9ec8-d4375487624d,6969,1000,3,4,20180212111440,0,0
46f83a8c-317e-43bf-baa6-c3d844aaea61,6969,1000,3,6,20180212111440,0,0
7e98294e-f3c5-4355-a5ea-85d2b92649c9,6969,1000,2,6,20180212111440,0,0
91d93c3d-526e-4af8-85e1-fdd25d2e614b,6969,1000,1,0,20180212111440,0,0
3f9ca4fc-2823-4402-b739-9ec32559e66e,6969,1000,5,0,20180212111440,0,0
f359d1dc-31e0-4627-bd0c-6f85ac726b74,6969,1000,0,2,20180212111440,0,0
e502c1ae-a220-4ded-b2ff-8a0fd76ac60e,6969,1000,0,6,20180212111440,0,0
ee6e4272-1d00-4856-a3e5-750ed58ffb9e,6969,1000,2,5,20180212111440,0,0
06f8bd3b-19ae-4256-b083-120ab86d10de,6969,1000,1,3,20180212111440,0,0
d5640aad-91ee-41d5-a2ab-f073976ff89d,6969,1000,1,5,20180212111440,0,0
9bfc0122-d2d1-48e0-ab1c-256b12fa8707,6969,1000,5,6,20180212111440,0,0
6f9827f6-99b2-4fab-9e6a-f38631209ab8,6969,1000,2,1,20180212111440,0,0
d8bc38dd-ee59-46c6-b8fa-9e50c23fb72c,6969,1000,0,2,20180212111440,0,0
19a2713d-1177-41b2-b250-e1be1abd6c89,6969,1000,0,1,20180212111440,0,0
2642a79f-5da1-456d-b1da-06d8c54376e3,6969,1000,3,2,20180212111440,0,0
612fa6a8-dad4-46a2-af89-98bd11ed3314,6969,1000,0,6,20180212111440,0,0
2f7c1eca-d0dd-4952-ba76-b9ab4129df72,6969,1000,0,4,20180212111440,0,0
f8e42a32-e7f9-48b7-aefc-25b7440f9bcd,6969,1000,3,0,20180212111440,0,0
f27d18ac-91ad-4929-84a1-2910036706dc,6969,1000,3,5,20180212111440,0,0
be8993b7-e7b6-4f8f-825f-3e37b24e4620,6969,1000,1,4,20180212111440,0,0
5b0164d3-ccd5-4ab1-b215-7604db16f138,6969,1000,1,6,20180212111440,0,0
06f29c09-7f77-4cf8-9889-6ae7b5ed7cd3,6969,1000,3,6,20180212111440,0,0
a9acb43f-812c-41a7-9def-3eb653911899,6969,1000,6,5,20180212111440,0,0
a5606340-d0ce-4479-a44f-29151eb19091,6969,1000,2,1,20180212111440,0,0
bab1ae0a-b142-4ec1-afc5-823e2f9e5be3,6969,1000,1,2,20180212111440,0,0
31645f0c-46ce-4b55-ba96-8e407d53dcff,6969,1000,2,3,20180212111440,0,0
40a31b3d-d95a-4fb5-9f2d-91c976790120,6969,1000,3,0,20180212111440,0,0
055e4bff-8973-4698-8b20-a52fbb38d1f1,6969,1000,5,2,20180212111440,0,0
522e4140-77a9-436f-bb6a-44dda98565dc,6969,1000,4,0,20180212111440,0,0
23d884c6-4010-480e-9b91-89314a8357dc,6969,1000,6,3,20180212111440,0,0
1e0c4427-f258-472c-9678-9c522c5b32ec,6969,1000,5,1,20180212111440,0,0
6c461949-dce0-4b94-884b-1ba44abb2ea2,6969,1000,4,3,20180212111440,0,0
27e7eb38-9910-4325-86ee-a244b6dec176,6969,1000,4,5,20180212111440,0,0
566b4386-71f1-4209-b253-73ac7a91d76f,6969,1000,4,3,20180212111440,0,0
93535208-703a-4a28-8003-f2b331ac30c4,6969,1000,2,6,20180212111440,0,0
e0a80d2b-7b97-418b-8a3b-0f45f0ed68e7,6969,1000,1,1,20180212111440,0,0
90677724-3c21-4659-98de-ceef774474e8,6969,1000,3,1,20180212111440,0,0
5271faa6-7c50-402a-99ef-715f4626614d,6969,1000,1,6,20180212111440,0,0
5795b522-ccff-4081-9c46-1a9ad8a8a693,6969,1000,2,1,20180212111440,0,0
6a5c032a-4eb7-4b5f-8c64-37518849a5e3,6969,1000,6,5,20180212111440,0,0
d273f37d-8096-4a9a-b57c-dccbf0acadbe,6969,1000,4,0,20180212111440,0,0
2613fa87-c898-4cdc-8ba1-c868deec893c,6969,1000,2,3,20180212111440,0,0
886964cd-6737-4588-9516-07597f51fe79,6969,1000,1,2,20180212111440,0,0
d3dd8896-277e-4502-ab13-a56f981b80a9,6969,1000,6,3,20180212111440,0,0
05f9c4c4-0f06-4fbd-be6f-718599e8e5af,6969,1000,6,1,20180212111440,0,0
4848dff6-3601-4e6c-ae4e-6523960112d9,6969,1000,5,6,20180212111440,0,0
098bbbad-64d1-4003-af46-eab2b4b69c5a,6969,1000,2,1,20180212111440,0,0
04b14517-5ae9-41a7-98ac-c2fbcfd87926,6969,1000,0,6,20180212111440,0,0
a789a203-001e-4ca3-a87d-7c598e7ac345,6969,1000,2,3,20180212111440,0,0
2560bfc9-9c58-4115-b226-6b638f4ab71e,6969,1000,5,5,20180212111440,0,0
9a374141-f977-4c37-98e9-e965775ac762,6969,1000,4,5,20180212111440,0,0
ebc5e974-2802-4e31-a1f3-4af695004db9,6969,1000,4,1,20180212111440,0,0
4bc77a58-1e09-4bbd-93e1-4bb94673745b,6969,1000,3,6,20180212111440,0,0
f3190b03-9bc3-48ad-a677-de411eb3b5d9,6969,1000,6,2,20180212111440,0,0
009bdab6-efea-43dd-ba10-f3bd554e2582,6969,1000,3,0,20180212111440,0,0
66bb4b71-8dfc-4771-919d-d5ffc1505447,6969,1000,0,3,20180212111440,0,0
4c3f4d4b-cfff-421d-b1e6-5b14239e6123,6969,1000,3,6,20180212111440,0,0
de7bbe99-24ec-46f8-ac6b-88f32065979b,6969,1000,3,0,20180212111440,0,0
ed2e132b-eec1-4928-94c3-33463ae48e87,6969,1000,0,1,20180212111440,0,0
60af6b3c-4ea3-4e52-a4e3-2afb0f5ea5f0,6969,1000,5,3,20180212111440,0,0
8ab8e4b0-200b-4638-92b0-0513a33e0030,6969,1000,2,5,20180212111440,0,0
d8139e01-42ef-4bad-9ad6-927fd78219c5,6969,1000,3,3,20180212111440,0,0
d74f24c9-84f4-4f00-ba44-77cbffac9365,6969,1000,4,0,20180212111440,0,0
33270da2-d6b6-4cbf-9a9c-b8ded134d440,6969,1000,4,3,20180212111440,0,0
60b7031a-a561-436f-ac5c-93fc8282b96c,6969,1000,3,4,20180212111440,0,0
fd19038a-8225-4b64-a3be-b1e128bdb737,6969,1000,0,6,20180212111440,0,0
e0498c22-16c4-4cdd-98b8-daed484023f7,6969,1000,0,1,20180212111440,0,0
30ea1aa8-b1bf-4feb-abcd-2ba9034b28e5,6969,1000,4,5,20180212111440,0,0
b4cc9acc-fd19-4c09-b7a1-c63b368d6318,6969,1000,2,1,20180212111440,0,0
566db851-a3ab-428b-960f-d0cdba78e9db,6969,1000,5,4,20180212111440,0,0
448a4f1f-0831-4ca8-9847-a0f018e4f385,6969,1000,1,5,20180212111440,0,0
b2510438-beb8-4cff-b190-acda117fc11c,6969,1000,3,1,20180212111440,0,0
d746bbe5-0905-43c0-abe1-5073e95a047d,6969,1000,5,2,20180212111440,0,0
e0c9b4e6-4df4-4bf8-a223-ca29c328cbe4,6969,1000,5,1,20180212111440,0,0
77e70c94-e9ef-40f8-ad58-ce271c6e9a34,6969,1000,2,5,20180212111440,0,0
183a67ff-a4c8-48ea-ae1a-7210d016cdea,6969,1000,2,1,20180212111440,0,0
81ff8b4b-a816-4cf5-96ba-80176580e11b,6969,1000,3,1,20180212111440,0,0
6ac33796-58c0-427e-80ab-d8f1cbb03f1b,6969,1000,2,2,20180212111440,0,0
442c55f6-1e96-4f63-854b-b97ea9e7a273,6969,1000,2,0,20180212111440,0,0
8cea48e0-fe22-48d3-865e-a85dd254e438,6969,1000,6,2,20180212111440,0,0
b4283119-b04f-491d-92c1-e5a2120e11eb,6969,1000,3,2,20180212111440,0,0
bada8a83-2ae6-4ddb-9403-e6b0465248d5,6969,1000,0,4,20180212111440,0,0
1dc8246e-9a3a-4f7b-b9dc-78ee12699d95,6969,1000,3,6,20180212111440,0,0
05028b41-ec9e-424f-be4d-9628212f2060,6969,1000,4,4,20180212111440,0,0
078a26ab-a08a-494d-8cdb-cc5e07a91262,6969,1000,3,0,20180212111440,0,0
